,Comment,toxic,severe_toxic,obscene,threat,insult,identity_hate,total_classes
1776,Aapke saath karna hain ,0,1,1,0,0,0,2
1777,Merko jana padega ,0,0,0,1,0,0,1
1778,Unn prisoners ka kya jo wife beating ke case mei andar hai,0,0,1,0,0,0,1
1779,Ye ek biggest Step he or boht ache decisn he ...,0,0,0,0,0,0,0
1780,Abe tujhe sex se itni problem kyu hai,0,0,0,0,1,1,2
1781,Sex ke liye jail to kabhi nhi jaunga ,0,0,0,0,1,1,2
1782,Jail ka dar kam ho jaayga ab criminals ka,0,0,0,1,0,0,1
1783,Apka phela sex kis age mein hua tha,0,0,0,0,1,0,1
1784,Shi hai koi dund do partner phele,0,0,0,0,1,0,1
1785,Tumhe saath karunga,0,0,0,0,1,0,1
1786,Pahli baat to mai singal hu ,0,0,0,0,0,1,1
1787,Jail joge <br>And the She said :- Chale mat jana 🤦‍,0,0,0,0,0,1,1
1788,Aaji ghanta mera idar koi mil nehi rahi or udar kediyo ki alag hi moj chal raha hai,0,0,0,0,0,1,1
1789,Ladki ka naam ya insta id ?,0,0,0,0,0,0,0
1790,Phir to telegram pe video hi video hoga,0,0,1,1,0,0,2
1791,Mere ko bhi add kr,0,0,1,1,0,0,2
1792,Moje jail me ajna hai bas wife apke jesi ho  will you be ,0,0,0,0,0,0,0
1793,Aap dogi kya,0,1,0,0,0,1,2
1794,mai modi ji se request karta hu please es laundiya ko uthwa lo sala iski video dekhta hu turant website p pahunch ke dan dana dan mar leta hu,0,0,0,0,0,0,0
1795,Sabse phle paisa kamaunga ,0,0,0,0,0,0,0
1796,Pols aa gye pols ,0,0,1,1,0,0,2
1797,Pehle MBBS karunga ,0,0,1,0,0,0,1
1798,Usase kya hoga<br>Mai to kar bhi rha hun,0,1,0,0,0,0,1
1799,Jaha aap aao wahi chlegye jayege,0,0,0,0,0,0,0
1800,room mein cameras hain?,0,0,0,0,0,0,0
1801,Aaow kavi habali pa akela pata sal jayaga ki ma pehale sex karunga aur jil jaunga ok,0,0,1,0,0,0,1
1802,Apni krni dusare pe mat thop....tu khud search krti hai &quot; sex in jail&quot; aur vibrator chalati hai.,1,0,0,0,1,0,2
1803,nii jaunga do to shiii 🤤🤤,1,0,0,0,0,0,1
1804,Are bc yeh Par Search kar kon rha hai? ,0,1,0,0,0,0,1
1805,Aap aur ham sath m karsakte h kya ,0,0,0,0,0,0,0
1806,Mai Punjab se hun par Maine ab Tak Aisa nai suna  aap se hi pta lga,0,0,0,0,0,0,0
1807,Chalo bhagwant maan zindabad bc 🤟🤟,0,1,0,0,0,0,1
1808,tum milogi to mai jail to kya jahnum me v chla jau,0,0,0,0,0,0,0
1809,App ka Batana ka bad ab search kar raha houn sex in jail,0,1,0,0,0,0,1
1810,Punjab ch eh kuj v hon lg gya ,0,0,0,0,0,0,0
1811,Kitni awesome hai yrr,0,0,0,0,0,0,0
1812,Yrr ye kitti awsome hai yrr ,0,0,0,0,0,0,0
1813,U look like Jenna Ortega and ur really cute and pretty,0,0,0,0,0,0,0
1814,Sath me jail chale kya,0,0,0,0,0,0,0
1815,Jail mein milte h fr,0,0,0,0,0,0,0
1816,Jail h ya randi khana <br>Punishment strict hona chahiye,0,1,1,0,0,1,3
1817,Nahi to aapki video kon dekhega ,0,0,0,0,0,0,0
1818,Ab etne pyar sa bolna hai to ab nhi jaunga jail,0,0,0,0,0,0,0
1819,Nahi jayege agar gaye to tumhare videos kon dekhega,0,0,0,0,0,0,0
1820,Aap mere saath karoge kya ,0,0,1,0,0,0,1
1821,Or kux. Bhi dedo kediyo ko bc,0,1,0,0,0,0,1
1822,Wo kaidi fir bhi ek dusre ki hi lete rhnge. Unhe normal life suhata hi nhi.,1,1,0,0,0,0,2
1823,Start go gyi bakchodi,0,0,0,0,0,0,0
1824,Nahi pilaunga ,0,0,0,0,0,0,0
1825,Tumari baat tho china ne nhi suni but jailer ne sunli birth rate increase hojaega ab jail me or vo bachee china send karde ge proof ke liye video hogi,0,0,0,0,0,0,0
1826,to eska link kaha mile ga ,0,0,0,0,0,0,0
1827,Sex pehale karungaa me,0,0,1,0,0,0,1
1828,Me kbi kbhi soch tha hu ista sex ke baare me search krne sey porn open hojathi hogi,0,1,0,0,0,0,1
1829,Sex ho gya,0,1,0,0,0,0,1
1830,Didi maja aaya,0,0,0,0,0,0,0
1831,Isme bhi jailer log camera laga ke maje lenge ,0,0,0,0,0,0,0
1832,Pata hai mere ko pehle se hi tum log late ho,0,0,0,0,0,0,0
1833,phone ka voice full tha aur ye video chahu ho gya 🥶🥶...<br>Khair aisa laga jaise kisi ne suna nahi  ..<br>sunne ss pahle earphones laga lo aisa bolna chau na,0,0,0,0,0,0,0
1834,Jail jaunga phr waha tujhe bulaunga ,0,0,0,0,0,0,0
1835,Sahi hai bc 🤦🤦,0,1,0,0,0,0,1
1836,Aap aayengi jail to ham cale jate hai fir,1,0,0,0,0,0,1
1837,Ajj Tak search nehi kiyi thi ajj karungi s*x in Jail ,0,0,1,0,0,0,1
1838,Mera toh jail janey ka quality bohot hai. Kya karu itna acha hu,0,0,0,0,0,0,0
1839,Kuch nhi bss apki video dhekhenge kuch bhi krne se phlee... ,0,0,0,0,0,0,0
1840,Mereko ab Punjab jana padega ‍,0,0,0,0,0,0,0
1841,Gaadi Nikalo aur jail chalo ,0,0,0,0,0,1,1
1842,Chale mat jana aisa moka koun chorta hai,0,0,0,0,0,0,0
1843,Ab kon kon jail jane ki soch rha h,0,0,0,0,0,0,0
1844,Muje lagta hai jail me exploitation hoga women ka...jail authorities dwara,0,1,1,0,0,0,2
1845,Yah bahut maje Leti Hai yaar kasam se ladkon ke sath,1,0,0,0,0,0,1
1846,Abe Bhai itna v ghatiya Soch Nahi ki s*X in jail search karu,0,0,1,0,0,0,1
1847,Apun ichh bhagwan h,0,0,0,0,0,0,0
1848,Tum pehle tamiz sikho or thoda sharam karo don’t pollute minds of youth first you came to educate now your contents are becoming vulgar,0,0,0,0,1,1,2
1849,Lagta h jail jana pde ga,0,0,0,0,0,0,0
1850,Apke sath,0,0,0,0,0,0,0
1851,Okay ab mujhe yhe pata hai ki crime khaa kar sakte hai,0,0,0,0,0,0,0
1852,Aba desh meh crime badnewala hai,0,0,0,0,0,0,0
1853,Ye sab ky sunna padd rha hai mujhe achha hai mai behra huuu,1,0,0,0,0,0,1
1854,Aapko bada gayan hai didi.,0,0,0,0,0,0,0
1855,Ye hua jail ko jannat banane ka tarika..  ab sare neta hi criminals hai toh ye sab suvidhaye toh jail me milegi hi,0,0,0,0,0,0,0
1856,Panjab jara hu half murder krke mai,1,0,0,1,0,1,3
1857,Jab karna apni wife ke sath he karna ha to jail Jane ki kya jaruratwaha Russian mil rhi hoti to soch bhi sakte the,1,0,0,0,0,0,1
1858,Kha sai aate hai ayse log,0,0,0,0,0,0,0
1859,Gaadi start kr bhai ,0,0,0,0,0,0,0
1860,janta be like mere ko jana padega,0,0,0,0,0,0,0
1861,Ha bhai shi bola tune,0,0,0,0,0,0,0
1862,bro maine toh fisrt time kisi ko esa serch karte hua dekha,0,0,0,0,0,0,0
1863,Sex toh karna hai par tumhare sath,0,0,1,1,1,1,4
1864,Papa padhai vaste jail  jana zaroori hunda,0,0,0,0,0,0,0
1865,Mujhe jail jana hai ,0,0,0,0,0,1,1
1866,Jail Girlfriend provide karega ya khud dhundhni hogi ?. Reply it&#39;s a very serious question,0,0,0,0,0,0,0
1867,Ruk bro kal jail jake aata hu ,0,0,0,0,0,0,0
1868,Tere ko jail mein le jakar xxxx,1,0,1,0,0,0,2
1869,Bta to ese rhi h jaise record krwaenge Punjab wale dikhane k lie.,0,0,0,0,0,0,0
1870,O bhai bhai ...<br>Apne to moj krdi,0,0,0,0,0,0,0
1871,Na jail nahi jayenge aapake liye ruk jayenge,0,0,0,0,0,0,0
1872,Ab sabun drop krne me dr nhi lgega! ,0,0,0,0,0,0,0
1873,"Jail jane ke baad bhi partener hona jaruri hai, jailer partener provide kare to chale jaaun jail bhi.",0,0,0,0,0,0,0
1874,Waah kya soch hai re teri ,0,0,0,0,0,0,0
1875,@kuta  gaming ghapa ghap ghapa ghap ghapa ghap,1,0,0,0,0,0,1
1876,Mujhe sex chahiye ....,0,1,0,0,0,0,1
1877,Lol,0,0,0,0,0,0,0
1878,Arey sex karne k liye Jail chala jata par partner bhi to chahiye na paglii🥲,1,0,1,0,0,0,2
1879,Gor kalyug ,0,0,0,0,0,0,0
1880,M bhi jaunga jail,0,0,0,0,0,0,0
1881,Is ladki ka cheahra prrrn jaisa laghta hai,0,0,0,0,0,0,0
1882,pehle mein fex karunga,0,0,1,0,0,0,1
1883,@Faizan Khan tum logo ka bohot uchal raha hai 20 saal ho gaye ab bhi rotey uskey liye pakistani  (no muslim can be indian),0,0,0,1,0,1,2
1884,Abby chutiya govt. Ka decision hai sikho kaa nhi her jageh dhrm mat ghusya kro <br>I&#39;m an atheist,1,0,1,0,0,0,2
1885,Beta Jake padhai karo Pata chala ki Jake kisi se khud ko chod valo,0,0,0,0,0,0,0
1886,Sex to milega nhi jail hi chle jayenge,0,1,1,0,0,0,2
1887,Jiska partners  ay hi nhi then..🤣🤣,0,0,0,0,0,0,0
1888,Vo log aapas me gay bn jayenge,0,0,0,0,0,0,0
1889,Tab tere maa or behen jaiga,1,0,0,1,0,1,3
1890,Unko soap girana padega,0,0,0,0,0,0,0
1891,Ab to jail jaunga,1,0,0,0,0,0,1
1892,Ye Channel Ab Bekar Hogya H,0,0,0,0,0,0,0
1893,Shi kab thaa,0,0,0,0,0,0,0
1894,Room mein pakka camera lage hoge dekhna.,1,0,0,0,0,0,1
1895,sahi hai na link bhi milegi,0,1,0,0,0,0,1
1896,dhirumonchik ka video dekho,0,0,0,0,0,0,0
1897,Pahle kya pron star theta,0,1,1,0,0,0,2
1898,Madam aap to bohot chinal ho  ladko se bhi,0,0,0,0,0,0,0
1899,Jo vhi ho.. Ye 7 inch kafi nahi hai.m mujhe 10 caiye,1,1,1,0,0,0,3
1900,Tere papa or Bhai ka ptar h,0,0,0,0,0,0,0
1901,Dhiru Bhai ka video dekh ke ye video banaya hai isne  tab to small size le has Rahi thi,1,0,0,0,0,0,1
1902,GAnd  maraa,1,1,0,0,0,0,2
1903, obsession nikal deti hu ,0,0,0,0,0,0,0
1904,Sperm ki quality ko improve ka liye video make,0,0,0,0,0,0,0
1905,Mujhe bhi chahiye ye disadvantages,0,0,0,0,0,0,0
1906,Ye ladki hasthmethun ko badava de rhi he kal se me is ke chakar me 5 bar hila Chuka hu me is ki police complan karne ja rha ,1,0,1,0,0,0,2
1907,Sexshiksha meri sex partnar ban jao 1 din ke liye bas ak din jada nahi asa lagne lag gya he ki ap hi hmari partnar ho,0,0,1,0,0,0,1
1908,Yaar yeh problem mereko bhi chahiye ,0,0,0,0,0,0,0
1909,"No worries,, ek bandi pataunga wo kat ke chli jayegi ",1,1,0,0,0,0,2
1910,@nick are bhai ye ek youtuber hai...jisne abhi is channel ko roast kiya hai,0,0,0,0,0,0,0
1911,Iska Kya Matlab he diru monchik ka,0,0,0,0,0,0,0
1912,aunty ji papa ku6 nahi Bolte kya apke...?<br>anyways ig.<br>Ur father is so proud of u.<br>that&#39;s why<br>ye faltu videos 6orke ku6 a6a banaliya karo auntyji,0,0,0,1,1,0,2
1913,Lagta hai didi ke chote reh gaye 🤣🤣🤣,0,1,1,0,0,0,2
1914,Didi keh ke bulao unhe 🤣,0,0,0,0,0,0,0
1915,Bewajah pin  KRDO,0,0,0,0,0,0,0
1916,Iski asha vo uparki kapra nahi pahna oh sorry upar to kaprahi nahi ha ,1,0,0,0,0,0,1
1917,Sab to dikhai jata ha,0,0,0,0,0,0,0
1918,Kuchh aur nahin tha pahnane ke liye Kutty,1,0,0,0,0,0,1
1919,Thoda sa bhakti kyon pura Ghar dijiye bewakoof aise kapde pahnane se achcha to koi accha kapda pahan ke Hain purse banana,1,0,0,0,0,0,1
1920,Koi kechi chala deka ,0,1,0,0,0,0,1
1921,Halki rand galiz rand zahar khako marja ri rand khuda tujai gahrath karo,1,1,1,0,0,0,3
1922,Besaram use behtar pure utar do,1,0,0,0,0,0,1
1923,Tu muslum nhi hai,0,1,0,0,0,0,1
1924,Kamar me pahnne bala kahi or chadha liya,0,0,0,0,0,0,0
1925,Pagal Ho gai hai ladki kaise 🤣🤣🤢,1,0,0,0,0,0,1
1926,Hat haraman,1,0,0,0,0,0,1
1927,Boobs bary kerwa,0,1,0,0,0,0,1
1928,Are didi agr patti srk gyi to baizati ho jyi gi,0,0,0,1,0,0,1
1929,Arey kapde q pehnte hai aise he ghumo,0,0,0,0,0,0,0
1930,pata nai chhati pe kyu chain lagaya hai dekhne layak to kuch hai nahi waha,0,1,1,0,0,0,2
1931,Yaar ise bhi uttar do,1,0,0,0,0,0,1
1932,Kitna Gandhi hai urfi javed,0,1,0,0,0,0,1
1933,Nangi ghumle ye bhi kyu phena hai,0,1,1,0,1,1,4
1934,Acid maro thik ho jayega,0,0,0,1,0,1,2
1935,Kaha se kharidte he ye dress,0,0,0,0,0,0,0
1936,puri kaali dayan lag rahi h allah isse hidayat De sab log dua karo ki khuda iss jahil aurat ko bakhsh de,1,1,0,0,0,1,3
1937,isko behlata do Jyada acchi lagibadtamiz mar jao Tum,0,1,0,0,1,0,2
1938,Kapray nhi ha to ma do,0,0,0,0,0,0,0
1939,Allah se dar Marne k baad Tera kya hoga jahannum me bhi tujhe jagha nahi milegi kutti,0,0,1,0,0,1,2
1940,bina kapro mein our bhi ache lagege,0,1,1,0,0,0,2
1941,Chi chi chi chi chi ai tui manus na ki re chi janowar amta,1,0,0,0,0,0,1
1942,Kinar khebadi,0,1,0,0,0,0,1
1943,abe urfi Javed isase achcha to tu kapda pahanti he nahin,0,0,1,0,0,0,1
1944,Lagta hai ki aise videos ko band kar dena chahiye kyuki aslita phalti hai samaj me,0,0,0,0,0,0,0
1945,Tatti Lagti ha,0,1,0,0,0,0,1
1946,Sanatan धर्म मै ऐसे dress ho hii nhi sakta. Na kbhi hoga <br>Mere sanatan dharm sister aisa krne se pehle 1000.. 1 lach baar think करते हैं। Iske jesa nbi,1,0,0,0,0,0,1
1947,Apni to aap nahin kam se kam Jo Mata pita ko janm Diya hai uski chati to aap kuchh acche kapde pahan le meri Desh ki Beti Jaisi nahin Desh ki Beti aur Bahu kul sadi mein acchi lagti hai jabki aise kapde mein nahin aap famous hi hona chahti ho to Sadi pahan rahi thi usmein bhi famous sakti ho aise kapde pahne se koi famous nahin,1,0,0,0,0,0,1
1948,Ye muslim hai or dekho kya krr rhe hai <br>Hamare jaisa musalman Bano hmm bhi muslim hai hmm aise dress nhi pehente or ye muslim ke naam pe dhaba hai urfi,0,1,0,0,0,0,1
1949,Kamini,1,0,0,0,0,0,1
1950,Shree ram apki atma ko jaldi shanti de... Jay shree ram ,0,0,0,0,0,0,0
1951,Isko phansi de dena chahye desh ko badnaam kar raha hai,0,0,0,0,0,1,1
1952,"Ak kam kro na ki tum nage ho ke chali aati na kyu l, am write",0,0,1,0,0,0,1
1953,Pagal ladki,1,0,0,0,0,0,1
1954,Sab jalty hai ap see super see be oper.ho ap,1,0,0,0,0,0,1
1955,Pagal ladki,0,1,0,0,0,0,1
1956,Chiiii chiiii🤮🤮🤮🤮🤮,0,0,0,0,0,0,0
1957,gandi girl bejati ki tisri name urfi,1,0,0,0,0,0,1
1958,Are bhai nangi ghumti ya nahin rahata,0,0,1,0,1,0,2
1959,Lol<br>Lol<br>Lol<br>Besharmi unlimited,1,0,0,0,0,0,1
1960,Kaun kaun meri tarah comments parne Aya hai?,0,0,0,0,0,0,0
1961,Me,0,0,0,0,0,0,0
1962,Mai,0,0,0,0,0,0,0
1963,Pagal,1,0,0,0,0,0,1
1964,Iska upr wala portion kidr h bc,0,0,1,0,0,0,1
1965,Bachram,1,0,0,0,0,0,1
1966,Alla,0,0,0,0,0,0,0
1967, Allah apko achi hidayat ata farmaye,0,0,0,0,0,0,0
1968,Asi  Video mai Onka naam maat likh na,0,0,0,0,0,0,0
1969,Pr ye sunder to bhut hai 🥰,0,0,0,0,0,0,0
1970,Aap b bhot beautiful ho,0,0,0,0,0,0,0
1971,ohh toh aise raakhi baandhte hain 🤣🤣🤣,0,0,0,0,0,0,0
1972,Me heran hun <br>Is ke Maa Aur baap besharmi ki bulandi pr hen <br> Esi shakal Ho gai he,1,0,0,0,1,0,2
1973,Astaghfirullah...<br><br>Pilihlah pakaian yg lbih sopan.<br>Semoga Allah memberi hidayah kpdamu<br><br>Aamiin,0,0,0,0,0,0,0
1974,Churel,1,0,0,0,0,0,1
1975,Wo din dur nahi jab ye ...nangi ghumegi ...,0,1,0,0,0,0,1
1976,Kya dikhana chahate ho bina maa bap ki chokri,0,0,0,0,0,0,0
1977,Gatar bhi isake aage fiki hai bahut hi ghatiya hai ye,1,0,0,0,0,0,1
1978,Salo urfi ko kyu Gali done harmi I love uh urfi did  ,1,0,0,0,0,0,1
1979,ek din jlebi pahan Kar dikho,0,0,0,0,0,0,0
1980,Yeh b ku phna ,0,0,0,0,0,0,0
1981,Belt galat jagah baandh li shayad ,0,0,0,0,0,0,0
1982,@Mehar ff  wo bhi sahi,0,0,0,0,0,0,0
1983,Ipl me aa jao aise ...man jaunga ,0,0,0,0,0,0,0
1984,ya Allah iss jahanammi aurat ko hidayat ata farma mere moula,0,0,0,0,0,0,0
1985,shali ki pai ferdi aa kuti,0,0,0,0,0,0,0
1986,Sarm nhi Aata hai mar ja chikmkandi,1,0,0,0,0,0,1
1987,Abe sale urfi Javed,0,1,0,0,0,0,1
1988,Mar kau nahi jati,0,0,1,0,1,1,3
1989,Itna apna sab dikhari hai to kapra hi kyu phenri hai utna bhi mat phen na  useless uorat,1,0,1,0,0,0,2
1990,Are to jahanum me jalegi,0,0,1,0,0,1,2
1991,Randhi ghr bath ja apne shram aliyah ho to🤬🤬🤬,0,1,0,0,0,0,1
1992,Bhain kahin ki,0,0,0,0,0,0,0
1993,Wake hi tu musalman ho hi ni sakti name ko urfi jawed rkh kar musalman. Ni ho jata,1,0,0,0,0,0,1
1994,Suri,0,0,0,0,0,0,0
1995,Raddi bhi apna badan chhupa ke rakhti hai use bhi gaye gujari hai,0,1,0,0,0,0,1
1996,Yrr ispe government koi action kyu nhi leti aise nangi ghumti h,0,1,1,0,0,0,2
1997,Beautiful yrr,0,0,0,0,0,0,0
1998,Besharam,1,0,0,0,0,0,1
1999,Urfi bhohot garib he vahi tho o kesi,0,1,0,0,0,0,1
2000,Urfi mam is best ,0,0,0,0,0,0,0
2001,Are Kaise ko to Saman Ko Chhod De,0,0,1,0,0,0,1
2002,Astaghfirullah.<br>,0,0,0,0,0,0,0
2003,Toba Toba astagfiruallah mere pass is ke Liye kehne ko Kuch nahin he sivaye Gali dene ke astagfiruallah Toba Toba Toba Toba Toba,1,0,0,0,0,0,1
2004,"Danka kapra pehan Kar aoh,",0,1,0,0,0,0,1
2005,pura lende akta,1,0,0,0,0,0,1
2006,Pagal kutta na kata is ko🤐🤐🤐🤢🤮🤮🤮,0,0,1,0,0,0,1
2007,Kapda to hai but pehna kaha hai🤔,0,1,0,0,0,0,1
2008,Shalak Dekho apni tm urfi begam Islam p comment krti h na wo Allah hi tme SB sy buri sza d ga Sali kuti knjri,1,0,0,0,0,0,1
2009,A bahan jo tone upar bandha hai who to waistband hai na ki breastband,0,0,0,0,0,0,0
2010,Iska hr chijh band hona chahiye sali muslim ka naam kb se bdnam kar rahi hai....pta nhi Allah kaise maaf krega isko,0,1,0,0,0,0,1
2011,Itna dimak aata kaha se hai hame to badam khane ke baab bhi nahi samajh aata kon sa kapda pahne shadi me jisse ki koyi toke na ,1,0,0,0,0,0,1
2012,Jou tumne itna extra kapda pakad rakha hai usse thoda cover karlo agar woh clot stretch nahi hota tou phad kar extra part le lena kyunki aap waise bhi urfi javed hou,0,0,1,0,0,0,1
2013,Muslim ke name par kalank h harami  thoda to sharam kar le ghatiya aurat,0,0,0,0,0,0,0
2014,"Confidence nahin raa bewakoof aur besaram kahta haaiii issa Confidence national award jitna ka bad ata haii, miss world, best managers yeh sab category jitna sa ata haii randi baazi karna koo Confidence kahta haii kya aaj kal",1,0,0,0,0,1,2
2015,Allah hidayat de tumhe ameen🤲🤲,0,0,0,0,0,0,0
2016,Is se penne se bhetar h kuch b na peny hesy e open goma kary urfi or ziyada femous hogi,0,0,0,1,0,0,1
2017,WORLD MEIN GLOBAL WARMING JAEDA BARGYA ,0,0,0,0,0,0,0
2018,Yah bhi kyo pahan rkhe h,0,1,0,1,0,0,2
2019,Bhagwan isko kapde do,1,0,1,0,0,0,2
2020,Allah aapko hidayat de,0,0,0,0,0,0,0
2021,Saram nahi aati,1,0,0,0,0,0,1
2022,Mast,0,0,0,0,0,0,0
2023,Abhi yaar uske kapde dekhkar acche kapde bolenge mein aapka kya bigada hai,0,0,0,0,0,0,0
2024,Orrr Jay bhd me aap video banao apna karyal bano,0,0,0,0,0,0,0
2025,Urfi ji me aap ko bhoot jadaa  payr karti hu I love you me anam mewati,0,0,0,0,0,0,0
2026,Ye to lagta hai ki garib hai isliye madam aisa kapda pehenti hai <br>Sasta tailor,0,0,0,0,0,0,0
2027,Ya Allah ise dojak naseeb farma,1,0,0,0,0,0,1
2028,ya bhi NAHI phanti kapra wo phana shiha Jo dosro ko Pasand ho,0,1,0,0,0,0,1
2029,Ya bhi na pahno agar nhi pahno gi to aur famous ho jayo gi marna ka bad wase bhi tumhari madad kise nhi bhi nhi krni Allah pak Tumhe hadiyat da ya mout da da,1,0,0,0,0,0,1
2030,Tomar moto meye randi Muslim jatir kolongko,0,1,1,0,0,0,2
2031,Puri besram ho kya yrr tumhare janaje pe kutta bhi nahi ayega khuch to saram ka r Allah se dar besam bc,1,0,0,0,0,0,1
2032,Muslim nai hona chahiey isy🧐,0,1,0,0,0,0,1
2033,be saram bagerat,1,0,0,0,0,0,1
2034,Plzzz koi toh society ka organisation ho jo is par ban lagaye chahe muslim organisation ho ya Hindu organisation Mann toh krta hai ki supreme court jakr case thok du lekin kya kre Delhi mein nhi rhte hai na isiliye,0,0,0,0,1,1,2
2035,Ramzan k mahine m b shram nhi h kiya ibadat ka mahina h kuch toh Sharm kr ...... Allah toba h ,1,0,0,0,0,0,1
2036,tumhen ko dekh kar ulti a rahi hai bro,0,0,0,0,1,0,1
2037,Kuch mAt pehn 🤢🤢,0,0,1,0,0,1,2
2038,iska maqsad kya hai,0,0,0,0,0,0,0
2039,Astagfirulah,0,0,0,0,0,0,0
2040,Kisi ko gandi gali dena ho to use urfi bol do,0,1,0,0,0,0,1
2041,Bohat kamandi ladki ho,1,0,0,0,0,0,1
2042,Yah tee me bharo ka belts hai,0,0,0,0,0,0,0
2043,happy nipple bandhan 🤣🤣🤣,0,1,1,0,0,0,2
2044,Yeh randy kya sabit karna chahati hain,0,1,0,0,0,0,1
2045,yrrr kabi khud chapal bi banaya karo,0,0,0,0,0,0,0
2046,Iski gadh maro koi,1,0,0,0,0,0,1
2047,Urgi nangari,0,1,0,0,0,0,1
2048,Didi  kuch bhi ,0,0,0,0,0,0,0
2049,Kuch din me ye public me s*x krti dikhegi,1,1,0,0,0,0,2
2050, lag raha hai bhoot Chad gya,0,0,0,0,0,0,0
2051,ye konsa nw cartoon dekh liya hum ne sudhar jao plz,0,0,0,0,0,0,0
2052,Garmi jyda badh gya hai ,0,0,0,0,0,0,0
2053,"Yahi indian culture ko barbad k rhi h, jaa k videsh m kro kaam ,",1,0,0,0,0,0,1
2054,ya aallah isko aacche kapde ne ki towfik ata farma aamin,1,0,0,0,0,0,1
2055,@Prajwal Bharambe ye apni ma bhno tk hi rkho <br>Hm burqe me bht khush hen,0,1,0,0,0,0,1
2056,@Prajwal Bharambe ha tum logo ko orte kpdo me achi kha lgti hen<br>Apni ma bhno se mn bhr jata h to ab muslman orte bhi chhiye tumhe nngi,0,1,0,0,0,0,1
2057,@gddf ‍⃠ Mera beta <br>Apnii maa koo puch allaha male hai ki female <br>Kyaa gay hai <br>Ha ha ha ,0,1,0,0,0,0,1
2058,Dad be like : mere chamdi ki belt kaha hai,1,0,0,0,0,0,1
2059,Bahut  Gandhi lgti h,0,1,0,0,0,0,1
2060,Bhoot,0,0,0,0,0,0,0
2061,himmat hai to bina kpde phn ke video dal ke btaiye,1,0,0,0,0,0,1
2062,Media wale bhenchod apni bahan ki video aisi banakar bhej,0,1,0,0,0,0,1
2063,Lanti,0,0,0,0,0,0,0
2064,Itna Himmat Hai To pura adress Khol Gai video Dal dijiye,0,0,0,0,0,0,0
2065,Saram to aati nhi hogi,0,0,0,0,0,0,0
2066,Behar,0,0,0,0,0,0,0
2067,Puri nangi hoja tu,0,0,1,0,0,0,1
2068,Ke pass Kapda Nahin Hai Mera Lenge,0,0,0,0,0,0,0
2069,Chamgadar,1,0,0,0,0,0,1
2070,Abe kutte kapde Tandon ke pehen,0,1,0,0,0,0,1
2071,Aby,0,0,0,0,0,0,0
2072,Kuch pehan bhe lea kro,0,0,0,0,0,0,0
2073,Ky yaar tum bhi kabhi to religion ka lihaas kar liya hota <br>Burqa nhi pehenskti to kam se kam acche kapde to pehen leti <br>Abhi ka to pata nhi but aakhirat me soncho tumahra haal ky hoga<br>    If I’m ryt like the comment….,1,0,0,0,0,0,1
2074,Yrr ye public me ese kapde pahn kr kaise nikl jati h,0,1,0,0,0,0,1
2075,Kyon ki ye besharm hai na,1,0,0,0,0,0,1
2076,"Kitni निर्लज्ज ladki hai tu Muslim hote huye bhi aisi dress pahnti hai,,,,<br>Jab tujhe dikhane ka itna hi shauk hai to pahan hi mat ",1,0,0,0,0,0,1
2077,Pahantee kyo ho,0,0,0,0,0,0,0
2078,Kapde,0,0,0,0,0,0,0
2079,ye to story wali chudail hai .,0,0,0,0,0,0,0
2080,Pagal aurat ne Aaj kya pahan liya,0,0,0,0,0,0,0
2081,Tu bhi iske jeshi banja,0,0,0,0,0,0,0
2082,@SHINE  STAR  bas urfi achi lag rhi na ki uska kapda,0,0,0,0,0,0,0
2083,@Sakshi Chaudhary fir ye wow kis liye 🤔,0,0,0,0,0,0,0
2084,@SHINE  STAR  are nahi bhaiya,0,0,0,0,0,0,0
2085,Aap bhi aese hi kapde pahna  chalu kr do wow kr rahi ho,1,0,0,0,0,0,1
2086,tujhse achi modern to hmari bhais h ek bhi Kapda nhi phnti,0,0,1,0,0,0,1
2087,Besharam aurat,0,1,0,0,0,1,2
2088,Aap bohot pyari lag rahi ho,0,0,0,0,0,0,0
2089,Tari Amma ko Pina Aisa kapda,0,0,1,0,1,0,2
